id,code,name,menudeo,mayoreo,empaque,stock
592,PCO-017,PLUM ACUARELO CLASICO AZUL OSCURO CJ-12,76.5,69.7,63.5,16
593,PCO-018,PLUM ACUARELO CLASICO AZUL CLARO CJ 12,76.5,69.7,63.5,0
594,PCO-019,PLUM ACUARELO CLASICO ROJO CJ-12,76.5,69.7,63.5,15
595,PCO-020,PLUM ACUARELO CLASICO VERDE OSCURO CJ-12,76.5,69.7,63.5,0
596,PCO-021,PLUM ACUARELO CLASICO VDE CLARO CJ-12,76.5,69.7,63.5,0
597,PCO-022,PLUM ACUARELO CLASICO AMARILLO CJ-12,76.5,69.7,63.5,0
598,PCO-023,PLUM ACUARELO CLASICO NARANJA CJ-12,76.5,69.7,63.5,0
599,PCO-024,PLUM ACUARELO CLASICO ROSA CJ-12,76.5,69.7,63.5,0
600,PCO-025,PLUM ACUARELO CLASICO VIOLETA CJ-12,76.5,69.7,63.5,0
601,PCO-026,PLUM ACUARELO CLASICO CAFE CJ-12,76.5,69.7,63.5,0
602,PLU-054,PLUMIN AQUARELO JUNIOR CARTERA C/12 PZ,55.7,49.1,46.5,22
603,PLU-062,PLUMIN AQUARELO JUNIOR CARTERA C/6 PZ,29.7,26.2,25,17
604,PLU-066,MANDALA AQUARELO DUO BOLSA C/12 PZ,85.9,75.8,71.6,19
605,PLU-070,PLUMIN AQUARELO JUNIOR BOLSA C/24 PZ,107.8,95.2,89.9,23
606,PLU-071,PLUMIN AQUARELO JUNIOR PASTEL BOLSA C/8 PZ,38,33.5,31.7,29
607,TCH-004,TINTA CHINA STAFFORD   NEGRA,172.9,152.6,144.2,0
608,TCH-005,TINTA CHINA AZOR NEGRA C/10,172.9,152.6,144.2,7
609,ACU-008,ACUARELA DIXON VINCI C/12,8.5,8,7.5,0
610,ADC-013,LPZ ADHESIVO DIXON 8 GR C/30,175,163,157,37
611,ADC-014,LPZ ADHESIVO DIXON 21 GR C/20,310,300,280,30
612,ADC-015,LPZ ADHESIVO DIXON 36 GR C/12,250,240,235,30
613,ART-001,ARTICULOS VARIOS,55,48,45,0
614,CRA-007,CRAYON VIVIDEL JUMBO C/12,28,26,25,55
615,CRA-008,CRAYON VIVIDEL DELGADO C/12,12.5,11.5,11,85
616,DIC-005,DICCIONARIO ACADEMIA ACTUAL BASICO ,20,18,17,0
617,DIC-006,DICCIONARIO ACADEMIA SECUNDARIA ,55,48,45,0
618,DIC-007,DICCIONARIO ACADEMIA ESCOLAR,36,32.5,31,0
619,GEL-002,GEL ANTIBACTERIAL WISH 100ML,15,12,9,0
620,LAC-017,LPZ COLORES VIVIDEL  C/12 LARGOS,38,35,33.5,116
621,LAC-018,LPZ COLORES VIVIDEL C/24 LARGOS,76,70,67,72
622,LAC-019,LPZ COLORES VIVIDEL DOBLE 12=24 +1 METALICO LARGOS,65,59.5,58,95
623,LAC-020,LPZ COLORES BLANCA NIEVES C/12 CORTOS,10.3,9.2,8.7,170
624,LAC-021,LPZ COLORES BLANCA NIEVES C/12 LARGOS,20.6,18,17.6,0
625,LAC-022,LPZ COLORES BLANCA NIEVES C/24 LARGOS,41.2,39.2,38,105
626,LAC-023,LPZ COLORES MAPITA C/12 CORTOS,11,10,9.7,380
627,LAC-024,LPZ COLORES MAPITA C/12 LARGOS,23,20,19.2,205
628,LAC-025,LPZ COLORES MAPITA C/24 LARGOS,41,39,37,160
629,LAC-054,LPZ COLORES VIVIDEL JUMBO TRIANGULAR C/12,52,49,47,0
630,LAC-058,LPZ COLORES VIVIDEL C/36 LARGOS,110,95,90,0
631,LGR-042,LPZ DE ESCRT MED #2 HB METRICO  C/100,155,140,138,17
632,LGR-043,LPZ BICOLOR DIXON JUMBO C/10 ROJO/AZUL,70,68,66,33
633,LGR-044,LPZ BICOLOR DIXON DELGADO C/12 ROJO/AZUL,45,41.5,41,46
634,LGR-045,LPZ BICOLOR DIXON GRUESO C/10 ROJO/AZUL,43,40.5,39,23
635,MCE-007,MARCADOR DE CERA PHANO C/10 AM,86,80,76,0
636,MCE-008,MARCADOR DE CERA PHANO C/10 AZ,86,80,76,0
637,MCE-009,MARCADOR DE CERA PHANO C/10 BCO,86,80,76,0
638,MCE-010,MARCADOR DE CERA PHANO C/10 NG,86,80,76,0
639,MCE-011,MARCADOR DE CERA PHANO C/10 RJ,86,80,76,0
640,MCE-012,MARCADOR DE CERA PHANO C/10 VD,86,80,76,0
641,PCA-001,PINTURA CARTEL AMARILLO LIMÓN - 50 FRASCO C/25ml,72.2,66.6,64.8,31
642,PCA-002,PINTURA CARTEL  AMARILLO MEDIO  - 51 FRASCO C/25ml,72.2,66.6,64.8,18
643,PCA-003,PINTURA CARTEL  ,72.2,66.6,64.8,0
644,PCA-004,PINTURA CARTEL  ROJO NARANJA – 53 FRASCO C/25ml,72.2,66.6,64.8,24
645,PCA-005,PINTURA CARTEL   BERMELLÓN – 54 FRASCO C/25ml,72.2,66.6,64.8,0
646,PCA-006,PINTURA CARTEL   ROJO – 54A FRASCO C/25ml,72.2,66.6,64.8,20
647,PCA-007,PINTURA CARTEL  CARMÍN – 55 FRASCO C/25ml,72.2,66.6,64.8,38
648,PCA-008,PINTURA CARTEL  ROJO CARMESÍ – 56 FRASCO C/25ml,72.2,66.6,64.8,0
649,PCA-009,PINTURA CARTEL  CAFÉ – 57A FRASCO C/25ml,72.2,66.6,64.8,24
650,PCA-010,PINTURA CARTEL  GERANIO – 58 FRASCO C/25ml,72.2,66.6,64.8,0
651,PCA-011,PINTURA CARTEL  ROSA MEXICANO – 59 FRASCO C/25ml,72.2,66.6,64.8,28
652,PCA-012,PINTURA CARTEL  VIOLETA – 60 FRASCO C/25ml,72.2,66.6,64.8,19
653,PCA-013,PINTURA CARTEL  VERDE AMARILLENTO – 62 FRASCO C/25,72.2,66.6,64.8,55
654,PCA-014,PINTURA CARTEL  VERDE VERONÉS – 62A  FRASCO C/25ml,72.2,66.6,64.8,20
655,PCA-015,PINTURA CARTEL  VERDE ESMERALDA – 63 FRASCO C/25ml,72.2,66.6,64.8,33
656,PCA-016,PINTURA CARTEL ,72.2,66.6,64.8,0
657,PCA-017,PINTURA CARTEL  AZUL TURQUESA – 65 FRASCO C/25ml,72.2,66.6,64.8,29
658,PCA-018,PINTURA CARTEL  AZUL COBALTO – 65A FRASCO C/25ml,72.2,66.6,64.8,34
659,PCA-019,PINTURA CARTEL  AZUL ULTRAMAR – 66 FRASCO C/25ml,72.2,66.6,64.8,38
660,PCA-020,PINTURA CARTEL  AZUL PRUSIA – 67 FRASCO C/25ml,72.2,66.6,64.8,31
661,PCA-021,PINTURA CARTEL  ROJO CARNE IMITACIÓN – 67B FRASCO,72.2,66.6,64.8,38
662,PCA-022,PINTURA CARTEL  ORO RICO – 68 FRASCO C/25ml,72.2,66.6,64.8,38
663,PCA-023,PINTURA CARTEL  PLATA – 70 FRASCO C/25ml,72.2,66.6,64.8,22
664,PCA-024,PINTURA CARTEL  BLANCO P/LETREROS – 72 FRASCO C/25,72.2,66.6,64.8,31
665,PCA-025,PINTURA CARTEL  NEGRO BUJÍA – 73 FRASCO C/25ml,72.2,66.6,64.8,22
666,PCA-026,PINTURA CARTEL  AZUL PASTEL – 84 FRASCO C/25ml,72.2,66.6,64.8,25
667,PCA-027,PINTURA CARTEL AMARILLO OBSCURO – 52 FRASCO C/25ml,72.2,66.6,64.8,0
668,PCA-028,PINTURA CARTEL VERDE OBSCURO – 63 FRASCO C/25ml,72.2,66.6,64.8,18
669,SCR-001,CUADERNO PROFESIONAL SCRIBE MEGA 7510 RAYA 100H,21,20,19.5,0
670,SCR-002,CUADERNO PROFESIONAL SCRIBE MEGA 7511 BLANCO 100H,23,21,19.5,0
671,SCRI-003,CUADERNO PROFESIONAL SCRIBE MEGA 7512 C5 100H,21,20,19.5,0
672,SCRI-004,CUADERNO PROFESIONAL SCRIBE MEGA 7513 C7 100H,21,20,19.5,0
673,SCRI-005,CUADERNO PROFESIONAL SCRIBE MEGA 7517 MIXTO  100H,15,14.5,13.89,0
674,APA-035,LAPIZ DE DIBUJO SHELY B C/10,31.99,28.94,27.68,52
675,APA-036,LAPIZ DE DIBUJO SHELY 7B C/10,31.99,28.94,27.68,58
676,APA-037,LAPIZ DE DIBUJO SHELY 7H C/10,31.99,28.94,27.68,119
677,APA-038,MARCADOR PERMANENTE SHELY WT-8006 VERDE,39.7,35.1,33.1,0
678,APA-039,MARC PERM SHELY BH693 AZUL C/12,53,46.8,44.2,90
679,APA-040,MARC PERM SHELY BH693 ROJO C/12,53,46.8,44.2,95
680,APA-041,MARCADOR PERMANENTE SHELY WT-8006 NEGRO,39.7,35.1,33.1,0
681,APA-042,MARC PERM SHELY DOBLE PUNTA ROJO C/12 XM695,54.5,48.1,45.4,1
682,APA-043,MARC PERM SHELY DOBLE PUNTA AZUL C/12 XM695,54.5,48.1,45.4,0
683,APA-044,MARCATEXTOS SHELY C/4 WT7056 / WT7001,26.7,23.6,22.3,0
684,APA-045,COMPAS DE PRESICION SHELY PASTEL MOD.5030J,17.74,16.05,15.35,28
685,APA-047,BOL SHELY ROLLER DE COLOR NARANJA C/12,25.8,22.7,21.5,26
686,APA-048,BOL SHELY ROLLER DE COLOR AZUL C/12,25.8,22.7,21.5,159
687,APA-049,BOL SHELY ROLLER DE COLOR MORADO C/12,25.8,22.7,21.5,61
688,APA-050,BOL SHELY ROLLER DE COLOR VERDE CLARO C/12,25.8,22.7,21.5,0
689,APA-051,BOL SHELY ROLLER DE COLOR CAFE C/12,25.8,22.7,21.5,10
690,APA-052,BOL SHELY ROLLER DE COLOR ROJO C/12,25.8,22.7,21.5,83
691,APA-053,BOL SHELY ROLLER DE COLOR ROSA C/12,25.8,22.7,21.5,63
692,APA-054,BOL SHELY ROLLER DE COLOR NEGRO C/12,25.8,22.7,21.5,197
693,APA-055,HOJA COLOR SHELY AMARILLO FUERTE,30.8,28,24,0
694,APA-056,HOJA COLOR SHELY VERDE FUERTE,30.8,28,24,0
695,APA-057,HOJA COLOR SHELY ROSA,30.8,28,24,0
696,APA-058,HOJA COLOR SHELY AMARILLO CLARO,30.8,28,24,0
697,APA-059,HOJA COLOR SHELY NARANJA,30.8,28,24,0
698,APA-060,HOJA COLOR SHELY VERDE CLARO,30.8,28,24,0
699,APA-061,HOJA COLOR SHELY LILA,30.8,28,24,0
700,APA-062,HOJA COLOR SHELY AZUL,30.8,28,24,0
701,APA-083,ENGRAPADORA MINI SHELY ESTANDAR C/800 GRAPAS 321CA,24.4,21.5,20.3,49
702,APA-089,COJIN PARA SELLO SHELY GRANDE CON TINTA BH005B,20.83,18.85,18.03,0
703,APA-090,COJIN PARA SELLO SHELY CON TINTA BH007B,17.34,15.69,15,0
704,APA-093,GRAPA SHELY C/1000 B266,4.7,4.1,3.9,369
705,APA-094,CUTTER SHELY CHICO DE PLASTICO,3.1,2.7,2.6,492
706,APA-095,CUTTER SHELY GRANDE DE PLASTICO,5.2,4.5,4.3,423
707,APA-097,BOL SHELY ROLLER DE COLOR VERDE C/12,25.8,22.7,21.5,0
708,BOL-040,BOL SHELY DE COLORES BLISTER C/10,13.2,12,12,0
709,BOL-041,BOL SHELY ROLLER BOLSA C/10,25.8,22.7,21.5,122
710,BOL-042,BOL SHELY ROLLER DE COLOR AZUL CIELO C/12,25.8,22.7,21.5,0
711,BOL-052,BOL SHELY TIK-TAK ROLLER RETRACTIL AZUL C/12,14.7,13,12.3,0
712,BOL-053,BOL SHELY TIK-TAK ROLLER RETRACTIL VERDE C/12,14.7,13,12.3,0
713,BOL-054,BOL SHELY TIK-TAK ROLLER RETRACTIL AZUL CLARO C/12,14.7,13,12.3,0
714,BOL-055,BOL SHELY TIK-TAK ROLLER RETRACTIL NARANJA C/12,14.7,13,12.3,13
715,BOL-056,BOL SHELY TIK-TAK ROLLER RETRACTIL ROSA C/12,14.7,13,12.3,0
716,BOL-057,BOL SHELY TIK-TAK ROLLER RETRACTIL CAFE C/12,14.7,13,12.3,3
717,BOL-058,BOL SHELY TIK-TAK ROLLER RETRACTIL NEGRO C/12,14.7,13,12.3,0
718,BOL-059,BOL SHELY TIK-TAK ROLLER RETRACTIL BOLSA C/10,26.4,23.3,22,0
719,BOL-060,BOL SHELY TIK-TAK ROLLER RETRACTIL ROJO C/12,14.7,13,12.3,0
720,BOL-061,BOL SHELY TIK-TAK ROLLER RETRACTIL VERDE CLAROC/12,14.7,13,12.3,1
721,BOL-062,BOL SHELY TIK-TAK ROLLER RETRACTIL MORADO C/12,14.7,13,12.3,0
722,CAM-042,LPZ COLORES CAMY  C/12 LARGOS,38,30.5,29,95
723,CAM-043,LPZ COLORES CAMY C/24 LARGOS,76,61,58,116
724,CAM-044,LPZ COLORES CAMY C/36 LARGOS,110.5,92.5,88.5,81
725,CAM-045,LPZ COLORES CAMY 12=24 LARGOS,40,32.5,31,201
726,CAM-046,LPZ COLORES CAMY 24=48 LARGOS,87.5,70.5,67.5,61
727,CAM-047,LPZ CHECADOR CAMY DELGADO C/12 ROJO CARMIN,32,28,26.5,155
728,CAM-048,LPZ TRIANG DUO CAMY C/12 GRAFITO/ROJO  DELGADO,32,28,26.5,213
729,CAM-049,LPZ BICOLOR CAMY DELGADO C/12 ROJO/AZUL,32,28,26.5,125
730,CAM-050,LPZ DE ESCRT MED #2 HB CAMY TRIANG BOTE C/72 SURT,172.6,155,149,25
731,CAM-051,JUEGO DE GEOMETRIA CAMY SEMI FLEX,45,40,37.5,95
732,CAM-104,LPZ DE ESCRT MED #2 HB CAMY TRIANG BOTE C/72 APERL,172.6,155,149,11
733,CLB-004,BINDER CLIP METALICO 25MM CAJA C/12,14.7,13,12.3,0
734,CLB-005,BINDER CLIP METALICO 32MM CAJA C/12,22.1,19.5,18.4,0
735,CLB-006,BINDER CLIP METALICO 41MM CAJA C/12,33.9,29.9,28.2,0
736,COM-002,COMPAS DE PRESICION SHELY MOD.5010BJ,13.4,11.8,11.1,0
737,COM-003,COMPAS DE PRESICION BRAZO CORTO SHELY 5010J,20.7,18.3,17.3,144
738,COM-004,COMPAS DE PRESICION BRAZO LARGO SHELY 5011J,22,19.4,18.3,0
739,COM-005,COMPAS DE PRESICION SHELY MOD.5010BJ COLORES,13.4,11.8,11.1,120
740,COR-006,PLUMA CORRECTORA SHELY 2 EN 1 CAJA C/12 MOD.330,128.1,113,106.7,46
741,COR-007,PLUMA CORRECTORA CUATITOS CAJA C/12 MOD.327,95.7,84.4,79.7,13
742,COR-008,PLUMA CORRECTORA SHELY 4ML CAJA C/12 MOD.335,83.9,74,69.9,0
743,COR-013,CORRECTOR DE CINTA SHELY MOD.905,15.8,14,13.2,0
744,COR-014,PLUMA CORRECTORA CUATITOS CAJA C/12 MOD.327,95.7,84.4,79.7,0
745,CUA-001,PEGAMENTO LIQUIDO CUATITOS 30GR,4.5,4,3.7,0
746,CUA-002,PEGAMENTO LIQUIDO CUATITOS 100GR,9,8.2,7.8,0
747,CUA-003,PEGAMENTO LIQUIDO CUATITOS 250GR,16.5,15.5,14.5,0
748,CUA-004,PEGAMENTO LIQUIDO CUATITOS 500GR,30,27,25.5,0
749,CUA-005,PEGAMENTO LIQUIDO CUATITOS 1000GR,55,52,49.5,0
750,CUA-026,COMPAS DE PRESICION BRAZO LARGO CUATITOS CUA-5011,22,19.4,18.3,0
751,DIE-018,PROTECTOR DE HOJAS SHELY TAMAÑO CARTA C/100,53.9,47.5,44.9,32
752,END-001,ENGRAPADORA MINI SHELY ESTANDAR C/800 GRAPAS 0317B,24.4,21.5,20.3,35
753,END-002,ENGRAPADORA MINI SHELY ESTANDAR C/800 GRAPAS 304A,24.4,21.5,20.3,75
754,END-003,ENGRAPADORA MINI SHELY ESTANDAR C/800 GRAPAS 0317A,24.4,21.5,20.3,173
755,END-004,ENGRAPADORA MINI SHELY DE COLORES 8225-C,50.7,44.7,42.2,144
756,END-005,ENGRAPADORA MEDIA TIRA SHELY DE COLORES 8221-C,59.1,52.2,49.3,105
757,END-006,ENGRAPADORA TIRA COMPLETA SHELY DE COLORES 8231-C,78.4,69.2,65.3,0
758,END-007,ENGRAPADORA MEDIA TIRA SHELY GRIS MS-5615,50.3,44.4,41.9,0
759,END-008,GRAPA SHELY C/5000,18.3,16.1,15.2,154
760,END-010,DESPACHADOR DE COLORES CHICO SHELY NEON,31.8,28,26.5,18
761,END-011,DESPACHADOR DE COLORES MEDIANO SHELY NEON,46.5,41,38.7,18
762,END-012,DESPACHADOR DE COLORES GRANDE SHELY NEON,71,62.7,59.2,14
763,FLA-002,FLAUTA BARROCA COL.CREMA C/BOLSA SHELY,26.6,23.5,22.2,0
764,FLA-003,FLAUTA BARROCA COL.SURTIDOS C/BOLSA SHELY,26.6,23.5,22.2,0
765,GOM-027,GOMA CUATITOS C/60,60.1,53,50.1,40
766,GOM-028,GOMA SH 20 SHELY C/20,64.3,56.7,53.6,24
767,JGR-003,JUEGO GEOMETRICO FLEXIBLE SHELY J9750,24.4,21.5,20.3,1
768,JGR-007,JUEGO GEOMETRICO FLEXIBLE SHELY 4111-C,47.8,42.2,39.9,54
769,JGR-019,REGLA  FLEXIBLE SHELY SUELTA 30 CM,9.7,8.6,8.1,383
770,JGR-024,JUEGO GEOMETRICO SHELY COMPAS C901711,61.6,56,52,0
771,JGR-025,JUEGO GEOMETRICO FLEXIBLE SHELY J4113,49.8,43.9,41.5,0
772,JGR-050,JUEGO GEOMETRICO FLEXIBLE SHELY 4111-M,48.5,42.8,40.4,0
773,JGR-051,JUEGO GEOMETRICO FLEXIBLE SHELY J9750M,26.9,23.7,22.4,20
774,JGR-052,JUEGO GEOMETRICO FLEXIBLE CUATITOS 4111-C,49.06,47,45,0
775,LAC-037,LPZ COLORES SHELY  C/12 LARGOS,33,29.1,27.5,107
776,LAC-038,LPZ COLORES SHELY C/24 LARGOS,63.7,56.2,53.1,84
777,LAC-039,LPZ COLORES SHELY C/36 LARGOS,99.2,87.6,82.7,126
778,LAC-040,LPZ COLORES SHELY JUMBO C/12,80.8,71.3,67.4,40
779,LAC-041,LPZ COLORES SHELY JUMBO BICOLORES (6/12) C/12,47.3,41.8,39.5,0
780,LAC-042,LPZ COLORES SHELY C/13 ACUARELABLES,39.11,35.39,34.5,0
781,LAC-043,LPZ COLORES SHELY 12=24 LARGOS,35,30.8,29.1,105
782,LAC-044,LPZ COLORES SHELY 24=48 LARGOS,72.3,63.8,60.2,114
783,LGR-013,LPZ BICOLOR SHELY JUMBO C/10 ROJO/AZUL,84.6,74.7,70.5,0
784,LGR-014,LPZ BICOLOR SHELY DELGADO C/10 ROJO/AZUL,36.7,32.4,30.6,191
785,LGR-015,LPZ CHECADOR SHELY JUMBO C/10 ROJO CARMIN,84.6,74.7,70.5,0
786,LGR-016,LPZ CHECADOR SHELY C/10 ROJO CARMIN,36.7,32.4,30.6,80
787,LGR-017,LPZ CHECADOR SHELY C/10 ROJO CARMIN CON GOMA,35.6,31.4,29.6,125
788,LGR-018,LPZ CHECADOR SHELY C/10+2  AZUL,36.7,32.4,30.6,112
789,LGR-019,LPZ DE ESCRT MED #2 HB SHELY TABLAS C/8,24.9,22,20.8,0
790,LGR-020,LPZ DE ESCRT MED #2 HB SHELY NEON C/10,20.03,18.12,17.33,0
791,LGR-021,LPZ DE ESCRT MED #2 HB SHELY PASTEL C/10,20.03,18.12,17.33,0
792,LGR-022,LPZ DE ESCRT MED #2 HB SHELY BLOCKS C/10,20.03,18.12,17.33,0
793,LGR-023,LPZ DE ESCRT MED #2 HB SHELY CUATITOS C/10,20.03,18.12,17.33,0
794,LGR-024,LPZ DE ESCRT MED #2 HB SHELY CORAZON C/10,20.03,18.12,17.33,0
795,LGR-025,LPZ DE ESCRT MED #2 HB SHELY NEGRO C/10,20.03,18.12,17.33,0
796,LGR-026,LPZ DE ESCRT MED #2 HB SHELY MOJIS C/10,20.03,18.12,17.33,0
797,LGR-027,LPZ DE ESCRT MED #2 HB SHELY CUATITOS ARCOIRIS C/10,20,17.6,16.7,0
798,LGR-028,LPZ DE ESCRT MED #2 HB SHELY FANTASY C/10,14.7,13,12.3,0
799,LGR-029,LPZ DE ESCRT MED #2 HB SHELY METALICO C/10,20.03,18.12,17.33,0
800,LGR-030,LPZ DE ESCRT MED #2 HB SHELY RAYAS C/10,20.03,18.12,17.33,0
801,LGR-031,LPZ DE ESCRT MED #2 HB SHELY NEGRO BOTE C/72,282,248.8,235,47
802,LGR-032,LPZ DE ESCRT MED #2 HB SHELY TRIANGULAR BOTE C/72,174.6,157.97,151.08,0
803,LGR-033,LPZ TRIANG DUO SHELY C/10 GRAFITO/ROJO  DELGADO,36.7,32.4,30.6,82
804,LGR-034,LPZ TRIANG DUO SHELY JUMBO C/10 GRAFITO/ROJO,41.6,36.7,34.7,0
805,LGR-035,LPZ TRIG ENTRENADOR MANITAS JUMBO #2 HB C/6,35.3,31.2,29.4,234
806,LGR-036,LPZ TRIG ENTRENADOR SHELY JUMBO #2 HB C/6,35.3,31.2,29.4,113
807,LGR-065,LPZ DE ESCRT MED #2 HB SHELY/CUATITOS  TABLAS C/8,24.9,22,20.8,146
808,LGR-066,ENGRAPADORA MINI 8225-C,50.7,44.7,42.2,0
809,LGR-074,LPZ DE ESCRT MED #2 HB SHELY KIDS C/8,15.8,14,13.2,103
810,LGR-076,LPZ DE ESCRT MED #2 HB SHELY NEON MADERA NEGRA C/8,29.4,26,24.5,134
811,LGR-077,LPZ DE ESCRT MED #2 HB SHELY APERLADO C/8,24.4,21.5,20.3,64
812,LGR-079,LPZ DE ESCRT MED #2 HB SHELY K-RITAS C/8,15.8,14,13.2,122
813,LGR-080,LPZ DE ESCRT MED #2 HB SHELY GIRLS C/8,15.8,14,13.2,0
814,LGR-081,LPZ DE ESCRT MED #2 HB SHELY AVENTURA PIRATA C/8,15.8,14,13.2,101
815,LGR-090,LAPIZ DE DIBUJO SHELY 2H C/10,31.99,28.94,27.68,51
816,LGR-091,LAPIZ DE DIBUJO SHELY HB C/10,31.99,28.94,27.68,43
817,LGR-114,LAPIZ DE DIBUJO SHELY 5H C/10,31.99,28.94,27.68,77
818,LGR-115,LPZ DE ESCRT MED #2 HB SHELY NEON C/8,24.87,22.5,21.52,135
819,LGR-117,LPZ DE ESCRT MED #2 HB SHELY METALICO C/8,24.87,22.5,21.52,64
820,LGR-133,LAPIZ DE DIBUJO SHELY 2B C/10,31.99,28.94,27.68,31
821,LGR-134,LAPIZ DE DIBUJO SHELY 3B C/10,31.99,28.94,27.68,94
822,LGR-135,LAPIZ DE DIBUJO SHELY 4B C/10,31.99,28.94,27.68,56
823,LGR-136,LAPIZ DE DIBUJO SHELY 5B C/10,31.99,28.94,27.68,31
824,LGR-137,LAPIZ DE DIBUJO SHELY 6B C/10,31.99,28.94,27.68,65
825,LGR-138,LAPIZ DE DIBUJO SHELY 8B C/10,31.99,28.94,27.68,55
826,LGR-139,LAPIZ DE DIBUJO SHELY H C/10,31.99,28.94,27.68,64
827,LGR-140,LAPIZ DE DIBUJO SHELY 3H C/10,31.99,28.94,27.68,45
828,LGR-141,LAPIZ DE DIBUJO SHELY 4H C/10,31.99,28.94,27.68,53
829,LGR-142,LAPIZ DE DIBUJO SHELY 6H C/10,31.99,28.94,27.68,52
830,LGR-143,LAPIZ DE DIBUJO SHELY 8H C/10,31.99,28.94,27.68,31
831,MLA-001,"MINAS P/LAPICERO 0,5 MM HB SHELY",36.8,32.5,30.7,0
832,MLA-002,MINAS P/LAPICERO 0.7 MM HB SHELY,36.8,32.5,30.7,0
833,MPE-021,MARC PERM SHELY BH693 NEGRO C/12,53,46.8,44.2,35
834,MPE-022,MARC PERM SHELY SET C/12,55.2,48.7,46,0
835,MPE-023,MARC PERM SHELY DOBLE PUNTA NEGRO C/12 XM695,54.5,48.1,45.4,0
836,MPE-035,MARC PERM SHELY WT-8006 NEGRO,39.7,35.1,33.1,0
837,MPE-036,MARC PERM SHELY WT-8006 AZUL,39.7,35.1,33.1,8
838,MPE-037,MARC PERM SHELY WT-8006 ROJO,39.7,35.1,33.1,0
839,MTE-017,MARCATEXTOS SHELY COLOR PASTEL C/6 VT040043-6BL,37.9,33.4,31.6,13
840,MTE-018,MARCATEXTOS SHELY COLOR PASTEL C/4 VT040043-4BL,40.19,36.36,34.78,0
841,MTE-019,MARCADOR PARA PIZARRON SHELY  C/12 VT060048-12BL,101.08,91.45,87.46,0
842,PCO-040,PLUM ACUAMAR BARREL EST-12,48.9,43.2,40.8,0
843,PCO-043,PLUM ACUAMAR PASTEL BARREL EST-12,48.9,43.2,40.8,0
844,PEC-002,PERFORADORA SHELY DE 1 ORIFICIO TJ C/1 MOD.97V04,20.43,19,18,165
845,PEX-008,HOJA DE COLORES SHELY C/1000 SURTIDO,330,300,290,2
846,PEX-060,HOJA DE COLOR SHELY C/100 SURTIDO,40,33,31.5,0
847,PIS-005,SILICON LIQUIDO SHELY SOLVENTE EN FCO.DE 30ML,6.5,5.5,5.2,115
848,PIS-006,SILICON LIQUIDO SHELY SOLVENTE EN FCO.DE 60ML,11,9.8,9,115
849,PIS-007,SILICON LIQUIDO SHELY SOLVENTE EN FCO.DE 100ML,16.5,14.5,13.5,101
850,PIS-008,SILICON LIQUIDO SHELY SOLVENTE EN FCO.DE 250ML,35,30,29,118
851,PIS-009,PISTOLA SHELY DE SILICON CHICA  NEGRA SHL18N,38.85,32,30,124
852,PIS-010,PISTOLA SHELY DE SILICON CHICA COLORES SHL18C,44.22,34.5,33,83
853,PIS-016,PISTOLA SHELY DE SILICON GRANDE NEGRA SHL18,61.2,54,51,31
854,PLU-019,PLUMONES DE COLORES SHELY C/12,10,8.8,8.3,188
855,PLU-020,PLUMONES DE COLORES SHELY C/24,20,17.6,16.6,0
856,PLU-055,PLUMONES DE COLORES CUATITOS C/12,17,15,13.5,0
857,SCC-006,SACAPUNTAS PLASTICO SHELY 3000SF C/100,63.8,58,52,0
858,SCC-007,SACAPUNTAS BOTE PVC SHELY C/100 3000S,71,62.7,59.2,35
859,SCC-008,SACAPUNTAS BOTE PVC SHELY C/100 3001T TRANSP,71,62.7,59.2,46
860,SCC-009,SACAPUNTAS METALICO UN HOYO SHELY C/24,55.9,49.4,46.6,75
861,SCC-010,SACAPUNTAS PLASTICO SHELY KR970530 BOLSA C/100,389.8,352.67,337,0
862,SCC-011,SACAPUNTAS PLASTICO SHELY KR970530 BOTE C/50,177.9,156.9,148.2,0
863,SCC-012,SACAPUNTAS METALICO DOBLE HOYO SHELY C/12,61.29,55.45,53.04,0
864,SCC-017,SACAPUNTAS SHELY 2 HOYOS CON DEPOSITO C/36,145,128,123,13
865,SCC-018,SACAPUNTAS SOLIDO SHELY 2000SF BOLSA C/25,19.5,17.2,16.3,0
866,SHE-001,CUTTER REFORZADO SHELY BOLITA,16.94,15.32,14.65,209
867,SHE-002,CUTTER REFORZADO SHELY GRANDE,16.94,15.32,14.65,206
868,SHE-003,GOMA DE MIGAJON SHELY SH36,53.77,48.64,46.52,42
869,SHE-004,GOMA BICOLOR SHELY BOTE C/12,79,76,70,0
870,SHE-005,GOMA DE MIGAJON SHELY SH60,60.49,54.73,52.34,0
871,SHE-006,PISTOLA SHELY DE SILICON COLORES TRANS SHL18T,36.29,32.84,31.4,0
872,SHE-007,SACAPUNTAS SHELY DE PLASTICO 2H CJ,46.91,42.44,40.59,0
873,SHE-008,CLIPS DE COLORES SHELY CAJITA C/100,8.5,7.5,7.1,0
874,SHE-009,CLIPS PLATA 28 MM SHELY C/100,5.65,5.11,4.89,0
875,SHE-010,CRAYONES MINI GIRABLES SHELY 8PZ,25.54,23.11,22.1,0
876,SHE-011,CRAYONES LARGO GIRABLES SHELY 8PZ,30.92,27.97,26.75,0
877,SHE-012,PORTA GOMAS DE COLORES 15210,198.93,179.98,172,0
